Group,Experiment,Problem Space,Samples,Iterations,Failure,Baseline,us/Iteration,Iterations/sec,Min (us),Mean (us),Max (us),Variance,Standard Deviation,Skewness,Kurtosis,Z Score
SPRP,FJ32_224,2,30,10,0,0.710634,1567.8,637.836,15678,16270.2,17106,175562,419.001,0.332245,-0.960946,1.41344
SPRP,FJ32_224,4,30,10,0,0.707175,1564.2,639.304,15642,16422.6,19776,767301,875.957,2.30794,5.96478,0.891139
SPRP,FJ32_224,8,30,10,0,0.70685,1564.4,639.223,15644,16176.4,16792,127499,357.071,0.131735,-1.21833,1.49093
SPRP,FJ32_224,16,30,10,0,0.707915,1566.9,638.203,15669,16335.2,19215,545594,738.643,2.25871,6.03421,0.901969
SPRP,FJ32_224,32,30,10,0,0.709739,1567.6,637.918,15676,16519.8,19360,772989,879.198,1.42119,2.00266,0.959738
SPRP,FJ32_224,64,30,10,0,0.71349,1574.6,635.082,15746,16659.2,19069,604723,777.639,1.3677,1.84428,1.17428
SPRP,FJ32_224,128,30,10,0,0.707911,1570.5,636.74,15705,16411.9,18602,371815,609.766,1.59783,3.68182,1.1593
SPRP,FJ32_224,256,30,10,0,0.709973,1573.3,635.607,15733,16621.8,19399,768785,876.804,1.55064,1.90939,1.01372
SPRP,FJ32_224,512,30,10,0,0.710529,1583.2,631.632,15832,16745.8,20196,913377,955.708,2.08927,4.28916,0.95615
SPRP,FJ32_224,1024,30,10,0,0.679307,1590.8,628.615,15908,16903.3,19709,965468,982.582,1.4559,1.26026,1.01298
SPRP,FJ32_224,2048,30,10,0,0.671241,1609.3,621.388,16093,16815.3,20876,873481,934.602,3.11173,10.4991,0.772878
SPRP,FJ32_224,4096,30,10,0,0.682724,1636.9,610.911,16369,17163.6,18613,411497,641.48,0.476355,-0.676339,1.2387
SPRP,FJ32_224,8192,30,10,0,0.658908,1692.8,590.737,16928,17874.4,21778,1.28527e+06,1133.7,2.08939,3.99897,0.834763
SPRP,FJ32_224,16384,30,10,0,0.652338,1795.3,557.01,17953,18930,22368,1.32779e+06,1152.3,1.9264,2.80063,0.847872
SPRP,FJ32_224,32768,30,10,0,0.634995,1994.9,501.278,19949,20542.3,21860,243463,493.42,1.12609,1.0774,1.20236
SPRP,FJ32_224,65536,30,10,0,0.63108,2343.2,426.767,23432,24307.7,28142,952429,975.925,2.28825,6.19871,0.897303
SPRP,FJ32_224,131072,30,10,0,0.56003,2617.3,382.073,26173,27571,31282,1.23668e+06,1112.06,1.24226,2.19984,1.25709
SPRP,FJ32_224,262144,30,10,0,0.416951,2558.2,390.9,25582,26612.5,28776,723408,850.534,1.05544,0.461937,1.21163
SPRP,FJ32_224,524288,30,10,0,0.309214,2554.6,391.451,25546,26721.8,30792,1.30042e+06,1140.36,1.58275,3.41258,1.03111
SPRP,FJ32_224,1048576,30,10,0,0.22979,2606.6,383.642,26066,27310.8,30729,1.41253e+06,1188.5,1.4215,1.72189,1.0474
SPRP,FJ32_224,2097152,30,10,0,0.16898,2667.4,374.897,26674,28206.4,31592,2.36325e+06,1537.29,1.00937,-0.183294,0.996842
SPRP,FJ32_224,4194304,30,10,0,0.120712,2736.8,365.39,27368,28651.1,32306,1.72993e+06,1315.27,1.68115,2.14753,0.975569
SPRP,FJ32_224,8388608,30,10,0,0.090164,2826,353.857,28260,29544,32891,1.31814e+06,1148.1,1.32946,1.36809,1.11834
SPRP,FJ32_224,16777216,30,10,0,0.0654851,2925.1,341.869,29251,30648,35092,2.22351e+06,1491.14,1.60356,1.99612,0.936888
SPRP,FJ32_224,33554432,30,10,0,0.0482378,3037.7,329.196,30377,31589.3,33752,967584,983.659,0.370361,-0.905692,1.23244
SPRP,FJ32_224,67108864,30,10,0,0.0353262,3150.1,317.45,31501,32691.4,37176,1.65886e+06,1287.97,1.6932,3.24931,0.924222
SPRP,FJ32_224,134217728,30,10,0,0.025783,3257,307.031,32570,34026.4,37432,1.38226e+06,1175.7,1.01296,0.710471,1.23873
SPRP,FJ32_224,268435456,30,10,0,0.0190367,3383.3,295.569,33833,35766.8,43042,4.88906e+06,2211.12,1.59293,2.23496,0.874578
SPRP,FJ32_224,536870912,30,10,0,0.0139057,3499,285.796,34990,36786.7,40342,2.16826e+06,1472.5,1.07598,0.380668,1.22015
SPRP,FJ32_224,1073741824,30,10,0,0.0101938,3614.9,276.633,36149,37354.2,39704,1.15656e+06,1075.43,0.618803,-0.814934,1.12063
SPRP,FJ32_224,2147483648,30,10,0,0.00746556,3728.8,268.183,37288,38804.8,41350,1.47972e+06,1216.44,0.796727,-0.473933,1.24692
SPRP,FJ32_256,2,30,10,0,0.704741,1554.8,643.17,15548,16491.9,20027,773021,879.216,2.3747,6.99336,1.07353
SPRP,FJ32_256,4,30,10,0,0.703106,1555.2,643.004,15552,16218.2,18000,369220,607.635,1.12542,0.811962,1.09644
SPRP,FJ32_256,8,30,10,0,0.70328,1556.5,642.467,15565,16336.1,18446,336980,580.5,1.64917,4.15713,1.3284
SPRP,FJ32_256,16,30,10,0,0.703985,1558.2,641.766,15582,16095.2,16734,120692,347.408,0.108673,-0.924991,1.47723
SPRP,FJ32_256,32,30,10,0,0.70417,1555.3,642.963,15553,16014.6,18232,321923,567.383,2.52609,6.81818,0.813619
SPRP,FJ32_256,64,30,10,0,0.706693,1559.6,641.19,15596,16192.8,17711,336231,579.855,1.0967,0.74152,1.02917
SPRP,FJ32_256,128,30,10,0,0.700789,1554.7,643.211,15547,16276.8,19851,792723,890.35,2.38424,6.71302,0.819678
SPRP,FJ32_256,256,30,10,0,0.704468,1561.1,640.574,15611,16553.2,20280,1.28232e+06,1132.39,1.5052,2.12901,0.832071
SPRP,FJ32_256,512,30,10,0,0.704111,1568.9,637.389,15689,16626.2,19575,1.13668e+06,1066.15,1.57905,1.61777,0.879081
SPRP,FJ32_256,1024,30,10,0,0.673371,1576.9,634.156,15769,16608.4,20341,880324,938.256,2.39582,6.52281,0.894674
SPRP,FJ32_256,2048,30,10,0,0.669531,1605.2,622.975,16052,16931.4,20234,721637,849.492,2.42078,6.4456,1.03517
SPRP,FJ32_256,4096,30,10,0,0.678136,1625.9,615.044,16259,16957.1,18757,256219,506.181,1.58095,3.65606,1.37922
SPRP,FJ32_256,8192,30,10,0,0.653108,1677.9,595.983,16779,17961.8,21690,1.32588e+06,1151.47,1.48765,2.09195,1.02724
SPRP,FJ32_256,16384,30,10,0,0.646161,1778.3,562.335,17783,18561.8,19558,256968,506.92,0.214636,-0.8217,1.53627
SPRP,FJ32_256,32768,30,10,0,0.628852,1975.6,506.175,19756,20510.5,23757,689126,830.136,2.11287,5.72431,0.908928
SPRP,FJ32_256,65536,30,10,0,0.630299,2340.3,427.296,23403,24321.4,25673,355085,595.89,0.375411,-0.605043,1.54128
SPRP,FJ32_256,131072,30,10,0,0.561592,2624.6,381.01,26246,27236.3,28650,542903,736.819,0.305914,-0.97084,1.34402
SPRP,FJ32_256,262144,30,10,0,0.415712,2550.6,392.065,25506,26865.3,31833,2.4513e+06,1565.66,1.92149,2.97864,0.868194
SPRP,FJ32_256,524288,30,10,0,0.305655,2525.2,396.008,25252,26270.8,28859,841921,917.562,1.11591,1.1249,1.1103
SPRP,FJ32_256,1048576,30,10,0,0.227339,2578.8,387.777,25788,27053.2,30201,1.03512e+06,1017.41,1.25669,1.66569,1.24355
SPRP,FJ32_256,2097152,30,10,0,0.168093,2653.4,376.875,26534,27702.6,32037,1.4813e+06,1217.09,1.74303,3.46803,0.960134
SPRP,FJ32_256,4194304,30,10,0,0.121215,2748.2,363.875,27482,28763.7,31864,1.05063e+06,1025,1.25075,1.48422,1.2504
SPRP,FJ32_256,8388608,30,10,0,0.0905628,2838.5,352.299,28385,29636.6,32626,895721,946.426,1.07354,1.47774,1.32245
SPRP,FJ32_256,16777216,30,10,0,0.0656955,2934.5,340.774,29345,30330.8,33291,958339,978.948,1.23477,1.05683,1.00703
SPRP,FJ32_256,33554432,30,10,0,0.0482886,3040.9,328.85,30409,31490.9,35228,1.29607e+06,1138.45,1.79586,3.22973,0.950325
SPRP,FJ32_256,67108864,30,10,0,0.0353823,3155.1,316.947,31551,32889.9,36573,1.86356e+06,1365.12,1.24968,0.897524,0.980766
SPRP,FJ32_256,134217728,30,10,0,0.0258075,3260.1,306.739,32601,34329.3,38123,2.03079e+06,1425.06,1.1269,0.582326,1.21279
SPRP,FJ32_256,268435456,30,10,0,0.0190097,3378.5,295.989,33785,35006,37291,947570,973.432,0.78304,-0.00725478,1.25429
SPRP,FJ32_256,536870912,30,10,0,0.0139907,3520.4,284.059,35204,36753.3,40587,1.47497e+06,1214.48,1.27751,1.57883,1.27572
SPRP,FJ32_256,1073741824,30,10,0,0.0102059,3619.2,276.304,36192,37961.6,44781,2.98302e+06,1727.14,2.09987,6.13878,1.0246
SPRP,FJ32_256,2147483648,30,10,0,0.00746216,3727.1,268.305,37271,38913.5,43933,2.36458e+06,1537.72,1.35838,2.09156,1.06812
SPRP,FJ32_1024,2,30,10,0,0.685251,1511.8,661.463,15118,15793.6,17567,416739,645.554,1.15239,1.04564,1.0466
SPRP,FJ32_1024,4,30,10,0,0.685112,1515.4,659.892,15154,15853.5,17596,289194,537.767,1.17143,1.98993,1.30075
SPRP,FJ32_1024,8,30,10,0,0.684394,1514.7,660.197,15147,15880.7,17535,311866,558.449,0.886196,1.29005,1.31382
SPRP,FJ32_1024,16,30,10,0,0.685506,1517.3,659.065,15173,15894.6,18107,378944,615.584,1.50625,3.58449,1.17222
SPRP,FJ32_1024,32,30,10,0,0.68452,1511.9,661.419,15119,15688.6,17262,199919,447.123,1.31029,3.06866,1.274
SPRP,FJ32_1024,64,30,10,0,0.686755,1515.6,659.805,15156,16085.3,20234,1.25504e+06,1120.28,2.4483,5.93147,0.829492
SPRP,FJ32_1024,128,30,10,0,0.684787,1519.2,658.241,15192,15664.1,17166,220240,469.297,1.24908,1.46362,1.00597
SPRP,FJ32_1024,256,30,10,0,0.687996,1524.6,655.91,15246,16015.3,19453,1.02526e+06,1012.55,1.85639,3.24043,0.759796
SPRP,FJ32_1024,512,30,10,0,0.6858,1528.1,654.407,15281,15911.5,17325,299898,547.629,0.975107,0.615343,1.15139
SPRP,FJ32_1024,1024,30,10,0,0.656205,1536.7,650.745,15367,15893.2,17189,241223,491.145,0.821058,-0.173751,1.07144
SPRP,FJ32_1024,2048,30,10,0,0.650261,1559,641.437,15590,16434.5,19402,798140,893.387,1.80616,2.91799,0.945316
SPRP,FJ32_1024,4096,30,10,0,0.660244,1583,631.712,15830,16582.5,20841,816284,903.484,3.59299,14.7121,0.832887
SPRP,FJ32_1024,8192,30,10,0,0.636176,1634.4,611.845,16344,17004,19220,495256,703.744,1.52782,1.98906,0.937888
SPRP,FJ32_1024,16384,30,10,0,0.623597,1716.2,582.683,17162,18025.1,21234,893571,945.289,1.90135,3.48401,0.913054
SPRP,FJ32_1024,32768,30,10,0,0.603069,1894.6,527.816,18946,19733,23780,1.12855e+06,1062.33,2.49618,6.46559,0.740853
SPRP,FJ32_1024,65536,30,10,0,0.59561,2211.5,452.182,22115,23019.9,25306,648615,805.366,1.48379,1.89988,1.12363
SPRP,FJ32_1024,131072,30,10,0,0.527506,2465.3,405.63,24653,26217.3,29512,1.64039e+06,1280.78,1.24208,0.967454,1.22137
SPRP,FJ32_1024,262144,30,10,0,0.395795,2428.4,411.794,24284,25438.7,29712,2.00232e+06,1415.03,1.83406,2.57004,0.816023
SPRP,FJ32_1024,524288,30,10,0,0.294326,2431.6,411.252,24316,25333.2,29022,1.04466e+06,1022.09,1.73331,3.78697,0.99522
SPRP,FJ32_1024,1048576,30,10,0,0.2187,2480.8,403.096,24808,25637.3,27226,391360,625.588,0.463031,-0.374863,1.32569
SPRP,FJ32_1024,2097152,30,10,0,0.1616,2550.9,392.019,25509,26595.6,30486,1.48676e+06,1219.33,1.82477,3.01233,0.89112
SPRP,FJ32_1024,4194304,30,10,0,0.116729,2646.5,377.858,26465,27963.7,32212,2.79328e+06,1671.31,1.09051,0.111466,0.896722
SPRP,FJ32_1024,8388608,30,10,0,0.0876594,2747.5,363.967,27475,28738,32171,1.52009e+06,1232.92,1.43132,1.738,1.02437
SPRP,FJ32_1024,16777216,30,10,0,0.0639941,2858.5,349.834,28585,29566.5,31191,636736,797.957,0.504284,-0.918438,1.22997
SPRP,FJ32_1024,33554432,30,10,0,0.0473311,2980.6,335.503,29806,30962.4,34511,1.36508e+06,1168.37,1.38836,1.8552,0.989785
SPRP,FJ32_1024,67108864,30,10,0,0.034539,3079.9,324.686,30799,32106.1,36365,1.80648e+06,1344.05,1.67162,2.8475,0.972532
SPRP,FJ32_1024,134217728,30,10,0,0.0253159,3198,312.695,31980,33342.2,37159,1.80877e+06,1344.91,1.4425,1.46135,1.01286
SPRP,FJ32_1024,268435456,30,10,0,0.0187041,3324.2,300.824,33242,34776.3,38260,2.27566e+06,1508.53,1.08741,0.100991,1.01711
SPRP,FJ32_1024,536870912,30,10,0,0.0136752,3441,290.613,34410,35784.5,38282,1.07736e+06,1037.96,0.824104,-0.12528,1.32426
SPRP,FJ32_1024,1073741824,30,10,0,0.00999357,3543.9,282.175,35439,37025.6,42709,2.74608e+06,1657.13,1.62409,2.9634,0.957439
SPRP,FJ32_1024,2147483648,30,10,0,0.00732461,3658.4,273.344,36584,38204.6,41654,2.08119e+06,1442.63,0.845147,-0.135103,1.12336
SPRP,efficient_mr64,2,30,10,0,3.59949,7941.2,125.926,79412,83216.8,89006,6.43098e+06,2535.94,0.331059,-0.591492,1.50035
SPRP,efficient_mr64,4,30,10,0,3.59835,7959.2,125.641,79592,83088.1,92658,9.1862e+06,3030.88,1.12743,1.51178,1.15348
SPRP,efficient_mr64,8,30,10,0,3.59014,7945.7,125.854,79457,82671.7,88255,5.38091e+06,2319.68,0.589577,-0.329633,1.38584
SPRP,efficient_mr64,16,30,10,0,3.58733,7940.2,125.941,79402,82251.1,86399,3.57217e+06,1890.02,0.273279,-0.847782,1.50746
SPRP,efficient_mr64,32,30,10,0,3.59723,7945.2,125.862,79452,82640.4,86204,3.791e+06,1947.05,-0.164878,-1.0323,1.63755
SPRP,efficient_mr64,64,30,10,0,3.6153,7978.6,125.335,79786,82786.2,89185,6.32073e+06,2514.11,0.965119,0.413833,1.19336
SPRP,efficient_mr64,128,30,10,0,3.58756,7959,125.644,79590,83441.4,87539,5.88789e+06,2426.5,0.140998,-1.0957,1.58724
SPRP,efficient_mr64,256,30,10,0,3.59486,7966.2,125.53,79662,83812.1,89850,6.97238e+06,2640.53,0.419306,-0.0713499,1.57171
SPRP,efficient_mr64,512,30,10,0,3.59811,8017.3,124.73,80173,83124.8,86674,4.40217e+06,2098.13,-0.0633504,-1.44906,1.40687
SPRP,efficient_mr64,1024,30,10,0,3.43381,8041.3,124.358,80413,83001.2,88311,5.50777e+06,2346.86,0.70456,-0.829766,1.10283
SPRP,efficient_mr64,2048,30,10,0,3.36788,8074.5,123.847,80745,84349.5,92808,7.15081e+06,2674.1,1.1981,1.67144,1.34794
SPRP,efficient_mr64,4096,30,10,0,3.38964,8127,123.047,81270,84208.1,88895,4.4956e+06,2120.28,0.716628,-0.263968,1.38571
SPRP,efficient_mr64,8192,30,10,0,3.2012,8224.2,121.592,82242,85710.1,93359,7.30081e+06,2702,1.15976,1.11921,1.28354
SPRP,efficient_mr64,16384,30,10,0,3.03539,8353.7,119.707,83537,86537.8,92099,5.66479e+06,2380.08,0.708122,-0.0320391,1.2608
SPRP,efficient_mr64,32768,30,10,0,2.7282,8570.9,116.674,85709,89108.7,97895,5.9255e+06,2434.23,1.45437,3.78782,1.39663
SPRP,efficient_mr64,65536,30,10,0,2.38349,8849.9,112.996,88499,92664.9,100114,9.52557e+06,3086.35,0.839191,0.188306,1.34979
SPRP,efficient_mr64,131072,30,10,0,1.95434,9133.6,109.486,91336,94670.6,101476,6.98513e+06,2642.94,0.628152,-0.278833,1.26171
SPRP,efficient_mr64,262144,30,10,0,1.55487,9539.9,104.823,95399,99223.4,104926,6.30203e+06,2510.38,0.332649,-0.218522,1.52343
SPRP,efficient_mr64,524288,30,10,0,1.21231,10015.6,99.8442,100156,104584,109242,5.70092e+06,2387.66,-0.000649595,-0.528984,1.85455
SPRP,efficient_mr64,1048576,30,10,0,0.92132,10450.9,95.6855,104509,109703,116391,8.59257e+06,2931.31,0.170974,-0.403821,1.77205
SPRP,efficient_mr64,2097152,30,10,0,0.691137,10909.8,91.6607,109098,113366,118741,6.95004e+06,2636.29,-0.0762034,-0.864168,1.61909
SPRP,efficient_mr64,4194304,30,10,0,0.512961,11629.9,85.9853,116299,130535,197107,3.50944e+08,18733.5,2.08775,4.02346,0.759903
SPRP,efficient_mr64,8388608,30,10,0,0.374838,11748.5,85.1172,117485,122804,130569,8.46259e+06,2909.05,-0.00083473,0.465296,1.82838
SPRP,efficient_mr64,16777216,30,10,0,0.275733,12316.5,81.1919,123165,128370,135152,9.08797e+06,3014.63,0.589762,-0.217551,1.7265
SPRP,efficient_mr64,33554432,30,10,0,0.201753,12705.1,78.7086,127051,132518,139110,6.68301e+06,2585.15,0.125852,0.452004,2.11492
SPRP,efficient_mr64,67108864,30,10,0,0.14773,13173.3,75.9111,131733,137035,150601,1.36903e+07,3700.04,1.58985,4.41784,1.43303
SPRP,efficient_mr64,134217728,30,10,0,0.107916,13632.3,73.3552,136323,141289,148601,1.26516e+07,3556.9,0.314898,-0.898324,1.39605
SPRP,efficient_mr64,268435456,30,10,0,0.0788874,14020.3,71.3251,140203,146376,159715,1.7748e+07,4212.84,0.936801,1.4912,1.46523
SPRP,efficient_mr64,536870912,30,10,0,0.0575561,14482.5,69.0489,144825,150788,158892,1.46154e+07,3823.01,0.183874,-0.817625,1.55964
SPRP,efficient_mr64,1073741824,30,10,0,0.0419471,14875.2,67.226,148752,153706,161624,1.49892e+07,3871.58,0.586555,-0.768518,1.27952
SPRP,efficient_mr64,2147483648,30,10,0,0.0306955,15331.4,65.2256,153314,159071,165783,1.16477e+07,3412.87,0.203689,-0.51981,1.68687
